USD,AUD,,Australian Dollar,1.503307276,12/1/2024,8:00:44
USD,CAD,,Canadian Dollar,1.372306848,12/1/2024,8:00:44
USD,CHF,,Swiss Franc,0.862961685,12/1/2024,8:00:44
USD,HUF,,Hungarian Forint,379.6507213,12/1/2024,8:00:44
USD,CZK,,Czech Koruna,23.22179133,12/1/2024,8:00:44
USD,DKK,,Danish Kroner,6.910850035,12/1/2024,8:00:44
USD,EUR,,Euro,0.925668796,12/1/2024,8:00:44
USD,FJD,,Fiji Dollar,2.177226214,12/1/2024,8:00:44
USD,GBP,,British Pound,0.768816791,12/1/2024,8:00:44
USD,HKD,,Hong Kong Dollar,7.618699336,12/1/2024,8:00:44
USD,MYR,,Malaysian Ringgit,4.24808836,12/1/2024,8:00:44
USD,JPY,,Japanese Yen,146.6060695,12/1/2024,8:00:44
USD,MXN,,Mexican Peso,19.82243067,12/1/2024,8:00:44
USD,NOK,,Norwegian Kroner,10.77586207,12/1/2024,8:00:44
USD,NZD,,New Zealand Dollar,1.655081099,12/1/2024,8:00:44
USD,SEK,,Swedish Kronor,10.64962726,12/1/2024,8:00:44
USD,SGD,,Singapore Dollar,1.309757695,12/1/2024,8:00:44
USD,THB,,Thai Baht,33.56831151,12/1/2024,8:00:44
USD,TND,,Tunisian Dinar,3.028467595,12/1/2024,8:00:44
USD,XPF,,Central Polynesian Franc,108.3893345,12/1/2024,8:00:44
USD,ZAR,,South African Rand,17.6056338,12/1/2024,8:00:44
USD,CNY,,Chinese Renminbi Yuan,6.882786152,12/1/2024,8:00:44
USD,BWP,,Botswana Pula,13.1061599,12/1/2024,8:00:44
USD,MRU,,Mauritanian Ouguiya,38.24384274,12/1/2024,8:00:44
USD,MVR,,Maldives Rufiyaa,14.73079473,12/1/2024,8:00:44
USD,EGP,,Egyptian Pound,47.39336493,12/1/2024,8:00:44
USD,IDR,,Indonesian Rupiah,15394.08867,12/1/2024,8:00:44
USD,ILS,,Israeli Shekel,3.539823009,12/1/2024,8:00:44
USD,INR,,Indian Rupee,81.69934641,12/1/2024,8:00:44
USD,ISK,,Iceland Krona,132.8021248,12/1/2024,8:00:44
USD,ALL,,Albanian Lek,86.46779075,12/1/2024,8:00:44
USD,KRW,,South Korean Won,1334.757074,12/1/2024,8:00:44
USD,MAD,,Moroccan Dirham,9.687951095,12/1/2024,8:00:44
USD,AMD,,Armenian Dram,374.9531309,12/1/2024,8:00:44
USD,SCR,,Seychelles Rupee,13.21003963,12/1/2024,8:00:44
USD,ANG,,Netherlands Antilles Guilder,1.678415576,12/1/2024,8:00:44
USD,AED,,Utd. Arab Emir. Dirham,3.585514521,12/1/2024,8:00:44
USD,SAR,,Saudi Riyal,3.660322108,12/1/2024,8:00:44
USD,MUR,,Mauritius Rupee,44.90345757,12/1/2024,8:00:44
USD,TRY,,Turkish New Lira,32.78688525,12/1/2024,8:00:44
USD,AOA,,Angola Kwanza,869.5652174,12/1/2024,8:00:44
USD,ARS,,Argentine Peso,826.446281,12/1/2024,8:00:44
USD,AWG,,Aruba Guilder,1.73973556,12/1/2024,8:00:44
USD,AZN,,Azerbaijan Manat,1.610824742,12/1/2024,8:00:44
USD,BHD,,Bahraini Dinar,0.36797174,12/1/2024,8:00:44
USD,BAM,,Bosnia & Herzegovina Mark,1.756851722,12/1/2024,8:00:44
USD,BBD,,Barbados Dollar,1.908761214,12/1/2024,8:00:44
USD,BDT,,Bangladesh Taka,112.9943503,12/1/2024,8:00:44
USD,BGN,,Bulgarian Lev,1.800504141,12/1/2024,8:00:44
USD,CLP,,Chilean Peso,943.4407283,12/1/2024,8:00:44
USD,BIF,,Burundi Franc,2792.516057,12/1/2024,8:00:44
USD,BMD,,Bermudian Dollar,0.950479992,12/1/2024,8:00:44
USD,GIP,,Gibraltar Pound,0.748390959,12/1/2024,8:00:44
USD,BND,,Brunei Dollar,1.270163851,12/1/2024,8:00:44
USD,BOB,,Bolivian Boliviano,6.510416667,12/1/2024,8:00:44
USD,BRL,,Brazilian Real,5.617977528,12/1/2024,8:00:44
USD,BSD,,Bahamian Dollar,0.950479992,12/1/2024,8:00:44
USD,BTN,,Bhutan Ngultram,80.32128514,12/1/2024,8:00:44
USD,KWD,,Kuwaiti Dinar,0.297843583,12/1/2024,8:00:44
USD,BZD,,Belize Dollar,1.923446817,12/1/2024,8:00:44
USD,OMR,,Omani Rial,0.37474096,12/1/2024,8:00:44
USD,PKR,,Pakistan Rupee,263.1578947,12/1/2024,8:00:44
USD,CDF,,Congolese Franc,2590.673575,12/1/2024,8:00:44
USD,COP,,Colombian Peso,4206.983593,12/1/2024,8:00:44
USD,CRC,,Costa Rican Colon,484.2615012,12/1/2024,8:00:44
USD,QAR,,Qatari Rial,3.539823009,12/1/2024,8:00:44
USD,CUP,,Cuban Peso,23.92344498,12/1/2024,8:00:44
USD,CVE,,Cape Verde Escaudo,98.84353069,12/1/2024,8:00:44
USD,DJF,,Djibouti Franc,168.4097071,12/1/2024,8:00:44
USD,DOP,,Dominican Peso,57.50431282,12/1/2024,8:00:44
USD,DZD,,Algerian Dinar,127.7139208,12/1/2024,8:00:44
USD,ERN,,Eritrea Nakfa,13.89081817,12/1/2024,8:00:44
USD,JOD,,Jordanian Dinar,0.683293475,12/1/2024,8:00:44
USD,KES,,Kenyan Shilling,125.4705144,12/1/2024,8:00:44
USD,ETB,,Ethiopia Birr,119.1895113,12/1/2024,8:00:44
USD,GEL,,Georgian Lari,2.628811777,12/1/2024,8:00:44
USD,GMD,,Gambian Dalasi,65.70302234,12/1/2024,8:00:44
USD,GNF,,Guinea Republic Franc,8077.544426,12/1/2024,8:00:44
USD,GTQ,,Guatemalan Quetzal,7.331378299,12/1/2024,8:00:44
USD,PHP,,Philippine Peso,56.90548,12/1/2024,8:00:44
USD,PLN,,Polish Zloty,3.96039604,12/1/2024,8:00:44
USD,GYD,,Guyana Dollar,201.7349203,12/1/2024,8:00:44
USD,HNL,,Honduras Lempira,23.79252915,12/1/2024,8:00:44
USD,SYP,,Syrian Pound,10000,12/1/2024,8:00:44
USD,HTG,,Haitian Gourde,121.0653753,12/1/2024,8:00:44
USD,IQD,,Iraqi Dinar,1240.233164,12/1/2024,8:00:44
USD,IRR,,Iranian Rial,41666.66667,12/1/2024,8:00:44
USD,JMD,,Jamaican Dollar,148.3679525,12/1/2024,8:00:44
USD,KGS,,Kyrgyzstan Som,82.03445447,12/1/2024,8:00:44
USD,KHR,,Cambodia Riel,3768.465481,12/1/2024,8:00:44
USD,KMF,,Comoros Frans,445.9308807,12/1/2024,8:00:44
USD,KPW,,North Korean Won,129.6680498,12/1/2024,8:00:44
USD,KYD,,Cayman Island Dollar,0.78486775,12/1/2024,8:00:44
USD,KZT,,Kazakhstan Tenge,492.1259843,12/1/2024,8:00:44
USD,LAK,,Laos Kip,20824.65639,12/1/2024,8:00:44
USD,LBP,,Lebanese Pound,85470.08547,12/1/2024,8:00:44
USD,LKR,,Sri Lanka Rupee,276.7017156,12/1/2024,8:00:44
USD,LSL,,Lesotho Malati,17.09401709,12/1/2024,8:00:44
USD,LYD,,Libyan Dinar,4.468275246,12/1/2024,8:00:44
USD,MDL,,Moldovan Leu,17.57469244,12/1/2024,8:00:44
USD,MGA,,Madagascar Ariary,4442.470013,12/1/2024,8:00:44
USD,MKD,,Macedonia Denar,53.73455132,12/1/2024,8:00:44
USD,MMK,,Myanmar Kyat,2000,12/1/2024,8:00:44
USD,MOP,,Macau Pataca,7.617886798,12/1/2024,8:00:44
USD,NAD,,Namibian Dollar,17.54385965,12/1/2024,8:00:44
USD,NGN,,Nigerian Naira,1538.461538,12/1/2024,8:00:44
USD,NIO,,Nicaraguan Cordoba,34.81409274,12/1/2024,8:00:44
USD,NPR,,Nepalese Rupee,129.1155584,12/1/2024,8:00:44
USD,PEN,,Peruvian Nuevo Sol,3.598416697,12/1/2024,8:00:44
USD,PGK,,Papua New Guinea Kina,3.805175038,12/1/2024,8:00:44
USD,PYG,,Paraguay Guarani,7390.983001,12/1/2024,8:00:44
USD,RON,,Romanian Leu,4.574565416,12/1/2024,8:00:44
USD,RWF,,Rwandan Franc,1303.780965,12/1/2024,8:00:44
USD,SBD,,Solomon Islands Dollar,7.824726135,12/1/2024,8:00:44
USD,SHP,,St. Helena Pound,0.750131273,12/1/2024,8:00:44
USD,SOS,,Somali Shilling,566.572238,12/1/2024,8:00:44
USD,SRD,,Suriname Dollar,33.44481605,12/1/2024,8:00:44
USD,STN,,Sao Tomean Dobra,22.44351528,12/1/2024,8:00:44
USD,SZL,,Swaziland Lilangeni,17.33102253,12/1/2024,8:00:44
USD,TOP,,Tongan Pa anga,2.225189141,12/1/2024,8:00:44
USD,TTD,,Trinidad and Tobago Dollar,6.472491909,12/1/2024,8:00:44
USD,TWD,,Taiwanese Dollar,30.98853424,12/1/2024,8:00:44
USD,TZS,,Tanzanian Shilling,2554.474161,12/1/2024,8:00:44
USD,UGX,,Ugandan Shilling,3562.522266,12/1/2024,8:00:44
USD,UYU,,Uruguayan Nuevo Peso,41.01722724,12/1/2024,8:00:44
USD,UZS,,Uzbekistan Sum,12224.93888,12/1/2024,8:00:44
USD,VND,,Vietnamese Dong,24606.29921,12/1/2024,8:00:44
USD,VUV,,Vanuatu Vatu,112.5112511,12/1/2024,8:00:44
USD,WST,,Samoan Tala,2.574002574,12/1/2024,8:00:44
USD,XAF,,CFA Franc,587.5440658,12/1/2024,8:00:44
