USD,AFN,Afghan afghani,69.93006993,7/1/2025,8:07:38,,
USD,AED,Utd. Arab Emir. Dirham,3.594536305,7/1/2025,8:07:38,,
USD,ALL,Albanian Lek,78.16774799,7/1/2025,8:07:38,,
USD,AMD,Armenian Dram,365.3635367,7/1/2025,8:07:38,,
USD,AOA,Angola Kwanza,869.5652174,7/1/2025,8:07:38,,
USD,ARS,Argentine Peso,961.5384615,7/1/2025,8:07:38,,
USD,AUD,Australian Dollar,1.506704837,7/1/2025,8:07:38,,
USD,AWG,Aruba Guilder,1.744287459,7/1/2025,8:07:38,,
USD,AZN,Azerbaijan Manat,1.61498708,7/1/2025,8:07:38,,
USD,BAM,Bosnia & Herzegovina Mark,1.589825119,7/1/2025,8:07:38,,
USD,BBD,Barbados Dollar,1.913509376,7/1/2025,8:07:38,,
USD,BDT,Bangladesh Taka,116.8224299,7/1/2025,8:07:38,,
USD,BGN,Bulgarian Lev,1.628929793,7/1/2025,8:07:38,,
USD,BHD,Bahraini Dinar,0.36900369,7/1/2025,8:07:38,,
USD,BIF,Burundi Franc,2832.058907,7/1/2025,8:07:38,,
USD,BMD,Bermudian Dollar,0.952743902,7/1/2025,8:07:38,,
USD,BND,Brunei Dollar,1.212415131,7/1/2025,8:07:38,,
USD,BOB,Bolivian Boliviano,6.523157208,7/1/2025,8:07:38,,
USD,BRL,Brazilian Real,5.235602094,7/1/2025,8:07:38,,
USD,BSD,Bahamian Dollar,0.952743902,7/1/2025,8:07:38,,
USD,BTN,Bhutan Ngultram,81.63265306,7/1/2025,8:07:38,,
USD,BWP,Botswana Pula,12.82051282,7/1/2025,8:07:38,,
USD,BZD,Belize Dollar,1.930129319,7/1/2025,8:07:38,,
USD,CAD,Canadian Dollar,1.34589502,7/1/2025,8:07:38,,
USD,CDF,Congolese Franc,2617.801047,7/1/2025,8:07:38,,
USD,CHF,Swiss Franc,0.784313725,7/1/2025,8:07:38,,
USD,CLP,Chilean Peso,910.8961396,7/1/2025,8:07:38,,
USD,CNH,Chinese Renminbi Offshore HK,7.010164739,7/1/2025,8:07:38,,
USD,CNY,Chinese Renminbi Yuan,6.825938567,7/1/2025,8:07:38,,
USD,COP,Colombian Peso,3885.003885,7/1/2025,8:07:38,,
USD,CRC,Costa Rican Colon,483.3252779,7/1/2025,8:07:38,,
USD,CUP,Cuban Peso,23.98081535,7/1/2025,8:07:38,,
USD,CVE,Cape Verde Escaudo,89.42944017,7/1/2025,8:07:38,,
USD,CZK,Czech Koruna,20.66499969,7/1/2025,8:07:38,,
USD,DJF,Djibouti Franc,168.8390626,7/1/2025,8:07:38,,
USD,DKK,Danish Kroner,6.261740764,7/1/2025,8:07:38,,
USD,DOP,Dominican Peso,56.75368899,7/1/2025,8:07:38,,
USD,DZD,Algerian Dinar,124.3781095,7/1/2025,8:07:38,,
USD,EGP,Egyptian Pound,47.39336493,7/1/2025,8:07:38,,
USD,ERN,Eritrea Nakfa,13.9256371,7/1/2025,8:07:38,,
USD,ETB,Ethiopia Birr,127.8772379,7/1/2025,8:07:38,,
USD,EUR,Euro,0.839771582,7/1/2025,8:07:38,,
USD,FJD,Fiji Dollar,2.166377816,7/1/2025,8:07:38,,
USD,FKP,Falkland Islands Pound,0.69570057,7/1/2025,8:07:38,,
USD,GBP,British Pound,0.718442417,7/1/2025,8:07:38,,
USD,GEL,Georgian Lari,2.570694087,7/1/2025,8:07:38,,
USD,GHS,Ghanian Cedi,9.756097561,7/1/2025,8:07:38,,
USD,GIP,Gibraltar Pound,0.69570057,7/1/2025,8:07:38,,
USD,GMD,Gambian Dalasi,66.53359947,7/1/2025,8:07:38,,
USD,GNF,Guinea Republic Franc,8169.934641,7/1/2025,8:07:38,,
USD,GTQ,Guatemalan Quetzal,7.315288954,7/1/2025,8:07:38,,
USD,GYD,Guyana Dollar,202.2244692,7/1/2025,8:07:38,,
USD,HKD,Hong Kong Dollar,7.704872561,7/1/2025,8:07:38,,
USD,HNL,Honduras Lempira,24.75247525,7/1/2025,8:07:38,,
USD,HTG,Haitian Gourde,121.2121212,7/1/2025,8:07:38,,
USD,HUF,Hungarian Forint,333.6670003,7/1/2025,8:07:38,,
USD,IDR,Indonesian Rupiah,15812.77672,7/1/2025,8:07:38,,
USD,ILS,Israeli Shekel,3.297065612,7/1/2025,8:07:38,,
USD,INR,Indian Rupee,83.26394671,7/1/2025,8:07:38,,
USD,IQD,Iraqi Dinar,1243.471773,7/1/2025,8:07:38,,
USD,IRR,Iranian Rial,41666.66667,7/1/2025,8:07:38,,
USD,ISK,Iceland Krona,117.5088132,7/1/2025,8:07:38,,
USD,JMD,Jamaican Dollar,152.4390244,7/1/2025,8:07:38,,
USD,JOD,Jordanian Dinar,0.685025346,7/1/2025,8:07:38,,
USD,JPY,Japanese Yen,142.0252805,7/1/2025,8:07:38,,
USD,KES,Kenyan Shilling,125.3132832,7/1/2025,8:07:38,,
USD,KGS,Kyrgyzstan Som,82.71298594,7/1/2025,8:07:38,,
USD,KHR,Cambodia Riel,3758.691975,7/1/2025,8:07:38,,
USD,KMF,Comoros Frans,402.5116728,7/1/2025,8:07:38,,
USD,KPW,North Korean Won,129.9883011,7/1/2025,8:07:38,,
USD,KRW,South Korean Won,1299.883011,7/1/2025,8:07:38,,
USD,KWD,Kuwaiti Dinar,0.297499163,7/1/2025,8:07:38,,
USD,KYD,Cayman Island Dollar,0.786905886,7/1/2025,8:07:38,,
USD,KZT,Kazakhstan Tenge,497.5124378,7/1/2025,8:07:38,,
USD,LAK,Laos Kip,20475.02048,7/1/2025,8:07:38,,
USD,LBP,Lebanese Pound,85470.08547,7/1/2025,8:07:38,,
USD,LKR,Sri Lanka Rupee,286.3688431,7/1/2025,8:07:38,,
USD,LSL,Lesotho Malati,16.86340641,7/1/2025,8:07:38,,
USD,LYD,Libyan Dinar,4.972650423,7/1/2025,8:07:38,,
USD,MAD,Moroccan Dirham,8.773930897,7/1/2025,8:07:38,,
USD,MDL,Moldovan Leu,16.15508885,7/1/2025,8:07:38,,
USD,MGA,Madagascar Ariary,4154.549231,7/1/2025,8:07:38,,
USD,MKD,Macedonia Denar,48.52484472,7/1/2025,8:07:38,,
USD,MNT,Mongolian Tughrik,3450.893781,7/1/2025,8:07:38,,
USD,MOP,Macau Pataca,7.704160247,7/1/2025,8:07:38,,
USD,MRU,Mauritanian Ouguiya,38.24384274,7/1/2025,8:07:38,,
USD,MUR,Mauritius Rupee,43.66812227,7/1/2025,8:07:38,,
USD,MVR,Maldives Rufiyaa,14.76864911,7/1/2025,8:07:38,,
USD,MXN,Mexican Peso,18.46807332,7/1/2025,8:07:38,,
USD,MYR,Malaysian Ringgit,4.086636698,7/1/2025,8:07:38,,
USD,MZN,Mozambique New Metical,60.41200991,7/1/2025,8:07:38,,
USD,NAD,Namibian Dollar,17.33102253,7/1/2025,8:07:38,,
USD,NGN,Nigerian Naira,1408.450704,7/1/2025,8:07:38,,
USD,NIO,Nicaraguan Cordoba,34.90401396,7/1/2025,8:07:38,,
USD,NOK,Norwegian Kroner,9.930486594,7/1/2025,8:07:38,,
USD,NPR,Nepalese Rupee,131.4060447,7/1/2025,8:07:38,,
USD,NZD,New Zealand Dollar,1.623376623,7/1/2025,8:07:38,,
USD,OMR,Omani Rial,0.375905933,7/1/2025,8:07:38,,
USD,PAB,Panamanian Balboa,0.952743902,7/1/2025,8:07:38,,
USD,PEN,Peruvian Nuevo Sol,3.424657534,7/1/2025,8:07:38,,
USD,PGK,Papua New Guinea Kina,3.822629969,7/1/2025,8:07:38,,
USD,PHP,Philippine Peso,54.90583649,7/1/2025,8:07:38,,
USD,PKR,Pakistan Rupee,270.2702703,7/1/2025,8:07:38,,
USD,PLN,Polish Zloty,3.542330854,7/1/2025,8:07:38,,
USD,PYG,Paraguay Guarani,7564.29652,7/1/2025,8:07:38,,
USD,QAR,Qatari Rial,3.556187767,7/1/2025,8:07:38,,
